enrollment_id,student_id,course_id,enrollment_timestamp,discount_percentage,price,final_price
E00028,S1144,C15,06/01/2022 01:32:09,36,1199,767.36
E00029,S0683,C15,2022-04-27 16:36,0,1199,1199.0
E00030,S0571,C0016,2022-04-08 16:56:09,0,3666,3666.0
E00031,S0789,C0017,2024-06-29 17:47:06,16,999,839.16
E00032,S1134,C0017,2022-03-07 08:57:45,0,999,999.0
E00033,S0286,C0018,2024-11-07 03:38:44,0,3173,3173.0
E00034,S0074,C0019,2024-11-23 02:09:58,30,1499,1049.3
E00035,S0691,C0019,04-09-2023 13:04:28,0,1499,1499.0
E00036,S0188,C0020,06-03-2024 07:04:32,24,2400,1824.0
E00037,S1356,C0020,2024-10-23 23:35:47,28,2400,1728.0
E00038,S1368,C0020,2024-06-24 16:37:40,21,2400,1896.0
E00039,S0975,C0021,09-12-2024 12:04:00,11,2807,2498.23
E00040,S0830,C0021,10/02/2024 01:03:41,0,2807,2807.0
E00041,S1008,C0021,2023-07-24 19:29:01,0,2807,2807.0
E00042,S0190,C0022,2023-03-15 06:20:58,0,2599,2599.0
E00043,S0067,C0023,10/04/2023 07:34:14,0,2284,2284.0
E00044,S0347,C0023,2022-05-06 16:23:41,0,2284,2284.0
E00045,S0434,C0023,2023-09-30 03:26:55,0,2284,2284.0
E00046,S0080,C0024,2023-12-14 14:09:20,5,3699,3514.05
E00047,S1165,C0024,30/08/2023 23:19:12,0,3699,3699.0
E00048,S1347,C0024,10-16-2022 16:46:36,28,3699,2663.28
E00049,S0317,C0025,26/06/2022 06:15:06,25,2483,1862.25
E00050,S0196,C0025,2025-01-19 18:33:56,0,2483,2483.0
E00051,S1276,C0026,2022-03-21 04:29:22,0,3199,3199.0
E00052,S0213,C0026,2025-01-08 00:49:04,23,3199,2463.23
E00053,S0601,C0026,2022-06-27 16:00,29,3199,2271.29
E00054,S0500,C0027,2023-02-21 14:27:12,0,3507,3507.0
E00055,S0265,C0027,13/10/2022 06:07:12,0,3507,3507.0
E00056,S1307,C0027,2023-05-06 08:25:54,12,3507,3086.16
E00057,S0115,C0028,04-25-2024 16:04:36,13,3911,3402.57
E00058,S0819,C0028,2024-08-29 06:33:28,0,3911,3911.0
E00059,S1361,C0028,2024-02-28 15:21:46,0,3911,3911.0
E00060,S1280,C0029,05-19-2023 02:55:37,11,1899,1690.11
E00061,S1083,C0030,2024-11-20 17:04:53,35,1099,714.35
E00062,S0614,C0030,11/08/2024 14:35:41,0,1099,1099.0
E00063,S0263,C0030,2022-01-08 19:10:47,26,1099,813.26
E00064,S1094,C0031,17/11/2024 09:59:07,0,2199,2199.0
E00065,S0861,C0031,09/09/2022 17:46:12,0,2199,2199.0
E00066,S0934,C0032,2024-09-17 19:29:56,15,2915,2477.75
E00067,S0352,C0032,18/07/2024 22:22:18,8,2915,2681.8
E00068,S0816,C0033,18/12/2024 10:30:56,0,2999,2999.0
E00069,S0073,C0034,2024-12-20 18:32:28,0,3199,3199.0
E00070,S0667,C0034,2024-01-24 13:48:29,17,3199,2655.17
E00071,S1396,C0035,2023-10-09 05:46:14,0,3899,3899.0
E00072,S0337,C0036,2022-05-29 17:29:28,0,1611,1611.0
E00073,S1184,C0036,2022-03-09 20:52:18,0,1611,1611.0
E00074,S0939,C0037,2022-07-18 13:26:44,5,2999,2849.05
E00075,S1250,C0037,09-11-2023 05:18:26,0,2999,2999.0
E00076,S0436,C0038,18/05/2023 18:15:09,0,3271,3271.0
E00077,S0794,C0039,2023-05-02 13:21:06,23,899,692.23
E00078,S1015,C0039,2023-08-31 01:56:41,0,899,899.0
E00079,S0571,C0039,2023-06-25 23:38:51,23,899,692.23
E00080,S1166,C0040,2024-10-20 16:06:17,21,1999,1579.21
E00081,S0226,C0040,18/08/2024 12:30:48,0,1999,1999.0
E00082,S1286,C0041,2024-08-16 17:51:24,0,1174,1174.0
E00083,S0625,C0042,2022-04-13 09:37:04,0,2799,2799.0
E00084,S0366,C0042,2022-10-07 17:34:26,0,2799,2799.0
E00085,S0121,C0043,26/07/2023 14:53:40,0,1077,1077.0
E00086,S0730,C0043,01/10/2024 09:38:15,0,1077,1077.0
E00087,S1123,C0043,2024-10-26 09:02:24,30,1077,753.9
E00088,S0308,C44,2023-01-27 07:35:39,0,1499,1499.0
E00089,S0498,C0045,28/10/2023 03:54:58,20,1699,1359.2
E00090,S0804,C0045,2023-03-23 00:31:25,5,1699,1614.05
E00091,S0114,C0045,2022-03-14 11:54,11,1699,1512.11
E00092,S0080,C0046,12/08/2022 16:22:34,10,799,719.1
E00093,S1023,C0046,2024-10-22 06:35:22,26,799,591.26
E00094,S0596,C0047,2022-10-24 11:49:55,21,3299,2606.21
E00095,S0343,C0048,2024-12-09 04:30:13,14,3499,3009.14
E00096,S0312,C0048,2023-10-15 11:58:42,20,3499,2799.2
E00097,S0779,C0048,07-17-2024 02:29:47,13,3499,3044.13
E00098,S0708,C0049,06-23-2023 13:14:12,28,1254,902.88
E00099,S0544,c0050,2022-01-11 16:32:55,34,1399,923.34
E00100,S0992,C0051,2023-08-18 21:17:05,23,3899,3002.23
E00101,S1237,C0051,20/03/2023 19:49:10,0,3899,3899.0
E00102,S1161,C0051,2024-12-15 00:01:58,0,3899,3899.0
E00103,S1197,c0052,30/03/2022 20:47:51,0,2099,2099.0
E00104,S1069,c0052,2022-12-30 17:31:06,0,2099,2099.0
E00105,S0646,C0053,25/08/2023 01:41:07,0,2799,2799.0
E00106,S0753,C0054,24/12/2022 00:21:26,0,3199,3199.0
E00107,S0649,C0054,2023-04-30 07:10:50,24,3199,2431.24
E00108,S0807,c0055,2023-09-30 02:44:37,5,699,664.05
E00109,S0297,c0055,2024-01-05 10:22,34,699,461.34
E00110,S0466,c0055,2022-10-02 20:02:31,0,699,699.0
E00111,S1029,C0056,2024-09-07 05:40:50,22,3604,2811.12
E00112,S0643,C0056,2022-11-08 11:26:37,15,3604,3063.4
E00113,S1043,C0056,2022-04-27 04:03:21,11,3604,3207.56
E00114,S0767,C0057,2022-06-13 04:45:18,28,999,719.28
E00115,S0262,C0058,2022-01-29 03:38:40,11,1699,1512.11
E00116,S0922,C0059,2024-01-06 21:05:02,37,3199,2015.37
E00117,S0416,C0059,30/10/2023 00:18:45,25,3199,2399.25
E00118,S1064,C0060,2023-06-04 02:30:13,16,2599,2183.16
E00119,S0048,C0060,2022-11-23 09:23:10,49,2599,1325.49
E00120,S1390,C0060,2022-08-17 00:46:43,0,2599,2599.0
E00121,S0784,C0061,2024-07-07 11:31:06,0,2599,2599.0
E00122,S1158,C0062,2023-03-20 21:50:16,11,3999,3559.11
E00123,S0448,C0062,2024-05-28 06:52:45,0,3999,3999.0
E00124,S0082,C0062,2023-11-19 05:49:44,0,3999,3999.0
E00125,S0268,C0063,2024-05-25 18:13:01,12,2499,2199.12
E00126,S0988,C0064,2023-07-09 11:45:53,6,1999,1879.06
E00127,S0968,C0064,2024-05-10 06:40:34,11,1999,1779.11
E00128,S1295,C0065,2023-09-30 09:55:10,0,3012,3012.0
E00129,S0306,C0065,19/03/2023 12:13:34,0,3012,3012.0
E00130,S0612,C0065,2024-08-11 14:18:13,18,3012,2469.84
E00131,S1003,C0066,2022-12-15 10:15:32,5,3918,3722.1
E00132,S0825,C0066,07/02/2022 07:16:24,0,3918,3918.0
E00133,S0518,C0066,2022-06-20 01:33:40,28,3918,2820.96
E00134,S1108,C0067,2024-05-23 03:30:21,0,2099,2099.0
E00135,S0014,C0067,2024-02-28 12:46:40,0,2099,2099.0
E00136,S0306,C0068,2024-02-23 09:26:25,0,2499,2499.0
E00137,S1064,C0068,2022-04-07 16:12:00,0,2499,2499.0
E00138,S0416,C0068,2024-03-31 18:25:50,0,2499,2499.0
E00139,S0909,C0069,2023-01-21 17:38,10,3033,2729.7
E00140,S1391,C0070,2023-11-02 21:13:16,26,1599,1183.26
E00141,S0449,C0070,2023-05-09 21:06:21,0,1599,1599.0
E00142,S1067,C0071,05/08/2022 02:39:53,0,1799,1799.0
E00143,S1235,C0071,2024-11-12 17:29,11,1799,1601.11
E00144,S0121,C0072,2022-11-28 01:50:31,35,399,259.35
E00145,S0103,C0072,2024-09-02 04:30:28,21,399,315.21
E00146,S0142,C0073,24/01/2023 02:56:17,0,3377,3377.0
E00147,S0556,C0073,2022-10-31 03:15:07,32,3377,2296.36
E00148,S0606,C0074,20/03/2023 10:16:03,22,610,475.8
E00149,S0572,C0074,2024-09-02 02:38:16,0,610,610.0
E00150,S1108,C0074,2024-02-10 22:50:21,0,610,610.0
E00151,S1079,C0075,2023-03-20 14:50:05,0,3899,3899.0
E00152,S0914,C0075,2022-07-26 15:17:40,0,3899,3899.0
E00153,S0064,C0075,2023-12-18 22:47:57,0,3899,3899.0
E00154,S0708,C0076,2022-07-29 19:38:05,0,1999,1999.0
E00155,S0626,C0077,18/12/2023 01:22:47,10,1799,1619.1
E00156,S0007,C0077,2025-02-05 12:42:52,8,1799,1655.08
E00157,S0771,C0078,11-16-2023 02:33:52,10,1099,989.1
E00158,S0910,c0079,09-21-2024 12:59:53,13,599,521.13
E00159,S0030,c0079,2024-03-09 22:42:47,11,599,533.11
E00160,S0529,c0079,2022-12-06 14:25:42,0,599,599.0
E00161,S1151,C0080,2022-10-22 00:39:36,20,1699,1359.2
E00162,S0560,C0080,07/04/2024 23:47:34,0,1699,1699.0
E00163,S0008,C0081,2023-07-24 05:15:02,0,2799,2799.0
E00164,S0634,C0081,2024-07-27 11:44,0,2799,2799.0
E00165,S0318,C0081,23/11/2024 02:55:39,32,2799,1903.32
E00166,S0488,C0082,2023-03-02 01:40:29,25,1999,1499.25
E00167,S0739,C0082,2023-01-14 06:46:25,26,1999,1479.26
E00168,S0604,C0082,2022-07-18 22:42,15,1999,1699.15
E00169,S0217,C0083,01-02-2024 05:22:27,39,1596,973.56
E00170,S0880,C0083,2023-05-10 10:17:04,0,1596,1596.0
E00171,S0944,C0083,2025-01-20 10:09:01,0,1596,1596.0
E00172,S1027,C0084,2022-06-30 07:21,26,998,738.52
E00173,S0619,C0085,2024-08-19 04:11:18,0,3301,3301.0
E00174,S1104,C0085,2024-03-28 12:04:16,0,3301,3301.0
E00175,S0934,C0085,2023-05-05 21:44:16,9,3301,3003.91
E00176,S1289,C0086,2023-05-04 13:43:04,18,3199,2623.18
E00177,S1015,C0087,07-05-2023 10:06:36,11,2599,2313.11
E00178,S1034,C0087,2023-03-26 13:45:22,14,2599,2235.14
E00179,S0455,c0088,2022-06-07 16:47:49,20,3675,2940.0
E00180,S1285,c0088,2022-09-23 10:56:50,0,3675,3675.0
E00181,S0265,c0088,2022-02-21 03:00:09,0,3675,3675.0
E00182,S1168,C0089,02/08/2022 23:29:29,7,2299,2138.07
E00183,S1058,C0090,2022-06-12 09:15:40,29,1799,1277.29
E00184,S0581,C0090,2023-01-12 03:10,29,1799,1277.29
E00185,S0706,C0091,05-05-2024 21:30:45,0,1099,1099.0
E00186,S0264,C0091,09-18-2023 00:47:59,0,1099,1099.0
E00187,S0663,C0092,2023-02-18 02:01:30,0,3399,3399.0
E00188,S0662,C0092,2022-08-18 09:42:38,14,3399,2923.14
E00189,S0510,C0093,2024-06-21 09:25:23,15,999,849.15
E00190,S0247,C0094,2022-12-09 18:36:10,0,2199,2199.0
E00191,S1379,C0095,01/11/2023 19:29:15,23,2397,1845.69
E00192,S0500,C0095,2022-05-19 05:30,18,2397,1965.54
E00193,S1293,C0095,2022-06-01 06:04:17,25,2397,1797.75
E00194,S0503,C0096,2022-08-17 03:53:33,0,799,799.0
E00195,S0531,C0096,2025-02-10 12:27:41,0,799,799.0
E00196,S0246,C0096,2024-01-15 11:52,28,799,575.28
E00197,S0185,C0097,2022-04-08 22:40:44,17,1739,1443.37
E00198,S0533,C0097,07/12/2023 00:13:35,15,1739,1478.15
E00199,S0450,C0097,2025-01-11 20:10:48,40,1739,1043.4
E00200,S1365,C0098,2023-08-14 18:12,0,3719,3719.0
E00201,S0497,C0098,2024-03-04 07:39:48,0,3719,3719.0
E00202,S0073,C0098,2023-04-17 19:39:22,8,3719,3421.48
E00203,S0380,C0099,2022-04-24 06:04:02,13,1199,1043.13
E00204,S0743,C0099,02/07/2024 01:07:10,0,1199,1199.0
E00205,S0430,C0099,02-28-2022 19:49:06,10,1199,1079.1
E00206,S0492,C0100,2022-05-07 20:54:32,22,813,634.14
E00207,S0031,C0101,10-15-2023 12:56:34,26,3799,2811.26
E00208,S0659,C0101,2022-01-08 14:41:18,39,3799,2317.39
E00209,S0218,C0101,13/02/2024 09:01:29,24,3799,2887.24
E00210,S0132,C102,2023-11-02 20:45:29,35,3204,2082.6
E00211,S0184,C102,21/02/2024 11:23:36,0,3204,3204.0
E00212,S1000,C102,12-03-2024 18:43:57,21,3204,2531.16
E00213,S0885,C0103,2024-05-31 17:47:55,19,1299,1052.19
E00214,S0206,C0104,2023-02-28 02:06,0,1599,1599.0
E00215,S0291,C0105,2022-08-27 08:13:39,0,599,599.0
E00216,S0370,C0105,07/08/2023 10:55:30,18,599,491.18
E00217,S0196,C0106,2023-02-06 07:43:39,18,3399,2787.18
E00218,S0416,C0106,2024-09-20 13:04:49,0,3399,3399.0
E00219,S0550,C0107,2024-11-25 07:11:30,30,1352,946.4
E00220,S0041,C0107,2022-02-23 12:18:36,16,1352,1135.68
E00221,S1125,C0108,26/12/2024 17:02:25,12,3347,2945.36
E00222,S0524,C0108,2024-11-23 05:03:37,41,3347,1974.73
E00223,S1078,C0108,2025-01-16 09:16:00,14,3347,2878.42
E00224,S0229,C0109,2022-02-23 15:16:38,0,1499,1499.0
E00225,S0351,C0110,2024-10-26 11:23:32,27,1499,1094.27
E00226,S0563,C0110,2024-07-23 09:57:26,0,1499,1499.0
E00227,S0070,c0111,2023-04-01 18:33:57,0,599,599.0
E00228,S0043,c0111,2022-05-26 18:30:03,0,599,599.0
E00229,S0749,C0112,05/04/2022 06:38:17,15,2999,2549.15
E00230,S0057,C0112,2024-01-23 15:46:43,9,2999,2729.09
E00231,S0501,c0113,09/03/2023 17:39:48,12,3899,3431.12
E00232,S0452,c0113,02-25-2023 01:09:44,12,3899,3431.12
E00233,S1025,c0113,11-09-2023 17:12:12,7,3899,3626.07
E00234,S1138,C0114,08/04/2023 05:31:52,9,1942,1767.22
E00235,S0495,C0114,2022-07-09 22:18:15,0,1942,1942.0
E00236,S0068,C0114,2024-05-15 10:50:37,0,1942,1942.0
E00237,S0955,C0115,2023-10-18 17:54:40,32,1061,721.48
E00238,S0373,C0116,15/11/2022 08:35:00,0,3799,3799.0
E00239,S0759,C0117,2024-11-08 17:59:22,0,1348,1348.0
E00240,S1295,C0118,01-27-2022 09:21:04,0,1099,1099.0
E00241,S0668,C0119,2022-02-24 20:18:04,0,1599,1599.0
E00242,S1002,C0120,2024-12-27 02:26:17,0,2399,2399.0
E00243,S1202,C0120,2022-06-13 00:12:44,16,2399,2015.16
E00244,S1322,C0121,2022-12-30 16:06,22,2199,1715.22
E00245,S0358,C0122,2023-01-21 09:57,0,1599,1599.0
E00246,S0362,C0122,2024-09-02 16:23:29,0,1599,1599.0
E00247,S0517,C0123,2022-03-15 04:54:07,14,1799,1547.14
E00248,S0070,C0123,02/11/2024 03:56:11,31,1799,1241.31
E00249,S0898,C0123,2022-03-06 02:13:01,0,1799,1799.0
E00250,S0041,C0124,2023-05-29 22:11:05,15,2799,2379.15
E00251,S1135,C0124,2022-02-14 22:17:25,0,2799,2799.0
E00252,S0126,C0125,22/10/2024 19:01:44,34,2456,1620.96
E00253,S0031,C0126,2023-02-05 07:33:13,12,3546,3120.48
E00254,S0605,C0126,2023-06-19 16:17:08,16,3546,2978.64
E00255,S0669,C127,2023-12-18 00:54:45,12,599,527.12
E00256,S1031,C0128,09/06/2024 15:59:58,18,3399,2787.18
E00257,S0680,C0128,2024-12-27 20:24:15,13,3399,2957.13
E00258,S0927,C0129,2023-11-05 16:05:53,23,2699,2078.23
E00259,S0047,C0129,2024-05-03 04:55:28,15,2699,2294.15
E00260,S0936,C0129,15/03/2024 09:29:31,0,2699,2699.0
E00261,S0346,C0130,26/05/2024 09:25:59,5,499,474.05
E00262,S1195,C0130,01-26-2024 08:11:55,19,499,404.19
E00263,S0533,C0131,27/11/2023 09:19:48,49,3999,2039.49
E00264,S1019,C0131,2023-09-03 18:02:40,0,3999,3999.0
E00265,S1337,C0131,06/01/2024 09:39:35,25,3999,2999.25
E00266,S1241,C0132,2023-07-01 17:13:08,21,2099,1658.21
E00267,S1171,C0132,2022-11-14 05:51:30,0,2099,2099.0
E00268,S0668,C0132,04-13-2024 05:19:29,0,2099,2099.0
E00269,S0008,C0133,2023-04-18 17:21:24,0,2899,2899.0
E00270,S0651,C0134,07-10-2024 11:01:31,6,1899,1785.06
E00271,S1000,C0134,2024-11-02 03:59:32,25,1899,1424.25
E00272,S0674,C0134,02-19-2023 11:45:06,0,1899,1899.0
E00273,S1184,C0135,2022-10-29 17:42,27,2867,2092.91
E00274,S0343,C0135,2024-12-28 06:27:02,0,2867,2867.0
E00275,S0186,C0135,09-08-2023 18:52:20,11,2867,2551.63
E00276,S1390,C0136,2023-05-19 22:09:57,0,2515,2515.0
E00277,S0348,C0137,2022-12-26 05:18:36,6,2399,2255.06
E00278,S0013,C0138,2025-02-09 11:15:32,0,499,499.0
E00279,S0795,C0138,2022-03-17 07:06:18,5,499,474.05
E00280,S0862,C0138,2022-03-02 11:35,0,499,499.0
E00281,S0659,C0139,2024-06-21 07:42:16,18,1499,1229.18
E00282,S0169,C0139,2023-03-14 01:27:40,9,1499,1364.09
E00283,S0078,C0139,2023-01-18 13:41:36,17,1499,1244.17
E00284,S0761,C140,10-11-2024 16:20:12,0,2399,2399.0
E00285,S0581,C140,30/10/2022 10:41:42,32,2399,1631.32
E00286,S0336,c0141,2022-11-23 16:14,40,1199,719.4
E00287,S0526,c0141,2024-05-22 13:18:23,0,1199,1199.0
E00288,S1156,C0142,2025-01-31 09:09,10,1399,1259.1
E00289,S0626,C0143,09-01-2022 14:16:27,11,3450,3070.5
E00290,S1181,C0144,2024-09-29 04:45:28,8,3699,3403.08
E00291,S1135,C0144,2024-03-16 20:45:17,0,3699,3699.0
E00292,S1034,C0145,2023-04-18 06:02:35,0,899,899.0
E00293,S0674,C0145,2024-01-01 10:51,39,899,548.39
E00294,S0673,C0145,2024-02-08 17:15:54,0,899,899.0
E00295,S0531,C0146,2022-12-14 15:00:47,0,3316,3316.0
E00296,S0198,C0146,2024-10-19 03:59:58,20,3316,2652.8
E00297,S0159,C0146,06/07/2024 17:33:50,0,3316,3316.0
E00298,S1013,C0147,10/12/2022 16:05:43,10,3009,2708.1
E00299,S0898,C0148,08-27-2024 08:32:32,7,678,630.54
E00300,S1129,C0148,2024-06-07 18:46:33,16,678,569.52
E00301,S0164,C0149,09/08/2023 09:43:31,0,3399,3399.0
E00302,S0661,C0150,2023-03-08 19:30:46,0,3799,3799.0
E00303,S1220,C0151,28/08/2022 02:22:38,0,3883,3883.0
E00304,S0489,C0152,2023-01-03 02:00:04,21,2899,2290.21
E00305,S0002,C0152,2024-03-18 23:44:05,0,2899,2899.0
E00306,S0333,C0152,2023-04-30 15:22:27,13,2899,2522.13
E00307,S1273,C0153,05/01/2022 10:44:04,38,1899,1177.38
E00308,S0764,C0154,2024-11-11 15:49:17,0,2168,2168.0
E00309,S1023,C0155,2023-12-02 22:59:54,0,2588,2588.0
E00310,S1390,C0155,2023-07-11 06:05:20,0,2588,2588.0
E00311,S0102,c0156,06/12/2023 02:53:17,0,2199,2199.0
E00312,S0052,c0156,2023-05-28 08:20:53,0,2199,2199.0
E00313,S0477,c0156,2023-03-14 07:47:21,0,2199,2199.0
E00314,S1181,c0157,2024-01-31 06:53:23,10,3899,3509.1
E00315,S0780,c0157,2024-05-29 19:53:16,0,3899,3899.0
E00316,S1260,C0158,02-07-2023 15:59:48,0,1899,1899.0
E00317,S0453,C0159,2022-01-17 01:43:03,20,2399,1919.2
E00318,S0819,c0160,2024-11-07 14:43:30,11,1799,1601.11
E00319,S0517,C0152,10/02/2025 02:16:03,0,2899,2899.0
E00320,S0755,C0020,03-05-2022 10:33:43,13,2400,2088.0
E00321,S0334,C0060,2022-09-14 19:53:14,0,2599,2599.0
E00322,S0763,C0071,04-17-2024 08:33:51,9,1799,1637.09
E00323,S0580,C0124,2022-05-22 01:02,0,2799,2799.0
E00324,S0752,C0083,21/09/2022 13:12:44,0,1596,1596.0
E00325,S0827,C0110,2024-11-07 08:50:47,21,1499,1184.21
E00326,S0195,C0019,2024-04-15 11:32:43,10,1499,1349.1
E00327,S0835,c0050,2024-10-18 11:26:22,27,1399,1021.27
E00328,S0241,C102,2024-02-24 10:46:36,21,3204,2531.16
E00329,S0127,C0005,10-04-2024 21:41:40,0,1037,1037.0
E00330,S1241,C0025,2023-08-14 22:14:04,0,2483,2483.0
E00331,S0671,C0109,2023-04-12 14:57:09,11,1499,1334.11
E00332,S1260,C0154,2022-07-17 06:10:36,0,2168,2168.0
E00333,S0988,C44,2025-01-01 09:41:39,30,1499,1049.3
E00334,S0052,C0154,2022-06-01 08:47,27,2168,1582.64
E00335,S0604,C0076,2022-05-02 06:18:15,0,1999,1999.0
E00336,S0637,c0160,2024-05-21 04:26:36,0,1799,1799.0
E00337,S0694,C0012,2023-11-28 13:12:47,40,3199,1919.4
E00338,S0630,C0071,13/08/2022 03:59:34,0,1799,1799.0
E00339,S1076,C0026,01/06/2022 20:23:55,28,3199,2303.28
E00340,S0835,C0062,2024-06-16 22:46:22,25,3999,2999.25
E00341,S1085,C0063,03/04/2023 11:33:04,0,2499,2499.0
E00342,S0028,C0022,2022-05-18 10:08:30,18,2599,2131.18
E00343,S0090,C0128,08-09-2022 15:20:41,0,3399,3399.0
E00344,S1388,C0138,2024-10-24 01:25:39,32,499,339.32
E00345,S0596,C0158,2024-01-21 11:21:28,0,1899,1899.0
E00346,S0884,C0024,2023-03-17 16:28:34,0,3699,3699.0
E00347,S1118,C0142,2022-09-21 20:51:20,0,1399,1399.0
E00348,S1139,C0059,2025-01-02 23:40:21,37,3199,2015.37
E00349,S0775,C0006,2022-08-04 14:46:02,14,3499,3009.14
E00350,S0124,C0126,2024-09-04 11:29:38,12,3546,3120.48
E00351,S0580,c0008,12-05-2024 08:55:29,25,3699,2774.25
E00352,S0742,C0021,2025-01-04 07:27,31,2807,1936.83
E00353,S0451,C0026,2025-01-16 12:28:49,9,3199,2911.09
E00354,S0527,C44,2022-08-15 00:29:31,0,1499,1499.0
E00355,S1322,C0025,08-04-2024 17:21:07,0,2483,2483.0
E00356,S0221,C0100,2022-07-21 01:32:12,0,813,813.0
E00357,S0209,C0051,2022-12-09 01:01:08,0,3899,3899.0
E00358,S0919,C0155,2023-05-23 15:07,6,2588,2432.72
E00359,S0927,c0113,2022-09-25 18:06:51,0,3899,3899.0
E00360,S0337,C0070,2023-06-30 16:35:43,19,1599,1295.19
E00361,S0796,C0066,2022-11-23 09:22,45,3918,2154.9
E00362,S0012,C0120,2022-03-24 11:41:02,0,2399,2399.0
E00363,S0125,C0068,2022-05-09 08:58:02,8,2499,2299.08
E00364,S1350,C0071,2022-07-09 16:32:32,19,1799,1457.19
E00365,S1145,C0128,17/08/2024 05:47:07,0,3399,3399.0
E00366,S0924,C0118,2022-05-14 19:02:23,0,1099,1099.0
E00367,S1080,C0031,20/03/2023 10:16:27,24,2199,1671.24
E00368,S0897,C0080,2023-06-24 20:18,24,1699,1291.24
E00369,S1355,C0027,2022-04-07 12:42,0,3507,3507.0
E00370,S1302,C0117,2024-09-19 10:27,0,1348,1348.0
E00371,S0091,C0034,2025-01-01 08:59:33,38,3199,1983.38
E00372,S0775,C0098,01-09-2024 01:28:01,30,3719,2603.3
E00373,S0888,C15,20/11/2024 11:15:22,34,1199,791.34
E00374,S1284,C0057,14/08/2022 14:45:21,0,999,999.0
E00375,S1067,C0081,2022-02-15 07:31,7,2799,2603.07
E00376,S0573,C0069,2022-05-22 10:01:39,0,3033,3033.0
E00377,S0660,C0115,2024-07-05 08:32:53,0,1061,1061.0
E00378,S1356,C0133,2024-08-23 16:35:59,0,2899,2899.0
E00379,S0210,C0042,14/04/2022 20:11:57,5,2799,2659.05
E00380,S1305,C0059,01-23-2025 17:03:05,0,3199,3199.0
E00381,S0789,C0091,09/11/2022 20:34:01,12,1099,967.12
E00382,S0144,C0054,13/05/2024 11:21:42,0,3199,3199.0
E00383,S1000,C0002,09-20-2022 07:40:46,6,1299,1221.06
E00384,S0893,C0149,2024-12-17 18:25:46,0,3399,3399.0
E00385,S0480,C0057,2022-09-11 09:10:44,15,999,849.15
E00386,S0152,C0068,2025-01-23 16:14:10,0,2499,2499.0
E00387,S0584,C0023,2023-02-19 17:23,0,2284,2284.0
E00388,S0562,C0027,2022-05-04 14:58:55,15,3507,2980.95
E00389,S0421,C0100,2022-08-10 04:33:09,0,813,813.0
E00390,S0185,C0046,2024-07-06 15:27:03,0,799,799.0
E00391,S0732,C0108,11-07-2023 07:05:41,0,3347,3347.0
E00392,S0602,C0020,2024-07-14 19:11:02,0,2400,2400.0
E00393,S1021,C0034,2025-01-03 23:14,35,3199,2079.35
E00394,S0673,C0028,2023-09-04 07:36:10,0,3911,3911.0
E00395,S0503,C0122,2022-07-13 19:16:41,0,1599,1599.0
E00396,S0568,C0112,2022-01-01 23:16:51,21,2999,2369.21
E00397,S1086,C0090,2022-09-30 03:34:25,12,1799,1583.12
E00398,S0350,C0135,2024-05-30 13:16:11,0,2867,2867.0
E00399,S1193,C0136,01-09-2024 02:30:51,21,2515,1986.85
E00400,S1118,C0035,29/03/2023 07:14:49,0,3899,3899.0
E00401,S1319,C44,2023-11-10 08:25:34,9,1499,1364.09
E00402,S0473,C0104,30/11/2023 09:55:01,33,1599,1071.33
E00403,S0016,c0055,2023-03-04 22:51,8,699,643.08
